year2,ifsize,fage4,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2009,d) 20 to 49,g) 6 to 10,64634,76637,1802046,1910123,1371,1.8,4276,5.5,159030,21598,137432,1.1,8.3,375183,109406,265777,5.7,19.6,-216153,-11.3,16.6,0,3101,3130,91811
2009,d) 20 to 49,h) 11 to 15,51598,60041,1431236,1511880,836,1.4,2293,3.8,107914,13028,94886,0.9,7.1,269201,60848,208353,4,17.8,-161287,-10.7,14.2,0,1747,1750,51363
2009,d) 20 to 49,i) 16 to 20,40247,46359,1118715,1180210,656,1.4,1773,3.8,77491,10979,66512,0.9,6.6,200481,43709,156772,3.7,17,-122990,-10.4,13.2,0,1207,1221,35859
2009,d) 20 to 49,j) 21 to 25,37003,45525,1037942,1089737,594,1.3,1412,3.1,67277,9212,58065,0.8,6.2,170866,33791,137075,3.1,15.7,-103589,-9.5,12.4,0,874,896,26175
2009,d) 20 to 49,k) 26+,40422,55998,1158130,1206843,732,1.3,1574,2.8,74373,9567,64806,0.8,6.2,171799,34115,137684,2.8,14.2,-97426,-8,12.4,0,828,876,24755
2009,d) 20 to 49,l) Left Censored,68360,96588,2022988,2092086,977,1,2500,2.6,121041,11651,109390,0.6,5.8,259237,47486,211751,2.3,12.4,-138196,-6.6,11.6,0,1027,1097,30686
2009,e) 50 to 99,a) 0,3452,4362,234004,118055,4331,198.6,0,0,231898,231898,0,196.4,196.4,0,0,0,0,0,231898,196.4,0,0,,,
2009,e) 50 to 99,b) 1,3364,4549,201770,233701,121,2.5,630,13.1,27466,1838,25628,0.8,11.8,91328,41316,50012,17.7,39.1,-63862,-27.3,23.6,0,557,559,37751
2009,e) 50 to 99,c) 2,3574,4403,221411,242977,150,3.3,465,10.2,26828,3060,23768,1.3,11,69959,26674,43285,11,28.8,-43131,-17.8,22,0,346,346,23344
2009,e) 50 to 99,d) 3,4204,6777,264986,286038,198,2.8,534,7.7,28764,4376,24388,1.5,10.1,70867,26681,44186,9.3,24.8,-42103,-14.7,20.2,0,336,344,22494
2009,e) 50 to 99,e) 4,4071,5431,255749,274716,134,2.4,390,7,27687,3664,24023,1.3,10.1,65620,21981,43639,8,23.9,-37933,-13.8,20.2,0,287,299,19272
2009,e) 50 to 99,f) 5,4076,5914,256623,274860,166,2.8,327,5.5,23446,3244,20202,1.2,8.5,59920,18596,41324,6.8,21.8,-36474,-13.3,17,0,236,243,16297
2009,e) 50 to 99,g) 6 to 10,18520,28104,1168665,1237297,641,2.3,1288,4.5,100345,17366,82979,1.4,8.1,237608,64459,173149,5.2,19.2,-137263,-11.1,16.2,0,769,823,52192
2009,e) 50 to 99,h) 11 to 15,15006,23032,938495,994577,499,2.1,867,3.7,70000,11106,58894,1.1,7,182164,38452,143712,3.9,18.3,-112164,-11.3,14,0,434,456,29625
2009,e) 50 to 99,i) 16 to 20,11850,18159,742538,786447,438,2.4,561,3.1,51566,8856,42710,1.1,6.6,139384,27778,111606,3.5,17.7,-87818,-11.1,13.2,0,316,326,21521
2009,e) 50 to 99,j) 21 to 25,12356,21708,777572,821359,416,1.9,664,3,46774,8678,38096,1.1,5.7,134348,26360,107988,3.2,16.4,-87574,-10.7,11.4,0,272,314,18399
2009,e) 50 to 99,k) 26+,15114,32291,983730,1022070,774,2.4,846,2.6,68752,19175,49577,1.9,6.7,145432,27349,118083,2.7,14.2,-76680,-7.5,13.4,0,225,244,15326
2009,e) 50 to 99,l) Left Censored,30361,63356,1993151,2064331,1120,1.8,1597,2.5,114371,22987,91384,1.1,5.5,256730,44211,212519,2.1,12.4,-142359,-6.9,11,0,338,367,22980
2009,f) 100 to 249,a) 0,1336,2429,193610,98018,2413,198.7,0,0,191184,191184,0,195,195,0,0,0,0,0,191184,195,0,0,,,
2009,f) 100 to 249,b) 1,1283,2618,163946,201430,161,5.9,408,14.8,22437,2311,20126,1.1,11.1,97405,55161,42244,27.4,48.4,-74968,-37.3,22.2,0,316,343,48213
2009,f) 100 to 249,c) 2,1387,2264,179655,201507,173,7.5,241,10.5,21463,4401,17062,2.2,10.7,65167,26533,38634,13.2,32.3,-43704,-21.6,21.4,0,153,153,22692
2009,f) 100 to 249,d) 3,1965,5559,273292,292962,197,3.5,342,6.1,27699,4237,23462,1.4,9.5,67038,22347,44691,7.6,22.9,-39339,-13.4,19,0,110,177,16606
2009,f) 100 to 249,e) 4,1673,3299,222839,241901,125,3.8,176,5.3,23754,4022,19732,1.7,9.8,61877,17941,43936,7.4,25.6,-38123,-15.8,19.6,0,99,99,14386
2009,f) 100 to 249,f) 5,1660,3172,225026,240611,130,4,213,6.6,22488,3084,19404,1.3,9.3,53658,17585,36073,7.3,22.3,-31170,-13,18.6,0,98,116,13759
2009,f) 100 to 249,g) 6 to 10,8856,19879,1211186,1284546,631,3.2,823,4.1,113952,22029,91923,1.7,8.9,260671,64244,196427,5,20.3,-146719,-11.4,17.8,0,348,376,50915
2009,f) 100 to 249,h) 11 to 15,7088,18629,957889,1017671,545,2.9,668,3.6,77773,16646,61127,1.6,7.6,197336,40319,157017,4,19.4,-119563,-11.8,15.2,0,200,302,29212
2009,f) 100 to 249,i) 16 to 20,5881,15557,812099,856793,493,3.2,458,2.9,62289,14796,47493,1.7,7.3,151677,27716,123961,3.2,17.7,-89388,-10.4,14.6,0,126,126,18053
2009,f) 100 to 249,j) 21 to 25,6976,22562,974589,1023548,826,3.7,591,2.6,65596,18635,46961,1.8,6.4,163513,32814,130699,3.2,16,-97917,-9.6,12.8,0,137,148,20473
2009,f) 100 to 249,k) 26+,9669,39954,1389250,1439822,1057,2.7,800,2,95543,22417,73126,1.6,6.6,196686,31150,165536,2.2,13.7,-101143,-7.1,13.2,0,111,173,15875
2009,f) 100 to 249,l) Left Censored,22172,81344,3245403,3342945,1929,2.4,1692,2.1,203069,45867,157202,1.4,6.1,398152,66494,331658,2,11.9,-195083,-5.8,12.2,0,211,293,32115
2009,g) 250 to 499,a) 0,318,925,108839,54791,923,199.6,0,0,108096,108096,0,197.3,197.3,0,0,0,0,0,108096,197.3,0,0,,,
2009,g) 250 to 499,b) 1,235,677,65454,91125,85,12,138,19.6,12059,3595,8464,3.9,13.2,63401,42492,20909,46.6,69.6,-51342,-56.4,26.4,1,113,113,
2009,g) 250 to 499,c) 2,240,641,72415,78754,132,22,47,7.8,12698,3556,9142,4.5,16.1,25376,10288,15088,13.1,32.2,-12678,-16.1,32.2,0,26,32,9153
2009,g) 250 to 499,d) 3,482,2561,150300,156600,296,12,113,4.6,22941,4971,17970,3.2,14.6,35541,6491,29050,4.1,22.7,-12600,-8.1,29.2,0,14,14,4414
2009,g) 250 to 499,e) 4,373,1792,115459,123423,196,11.4,62,3.6,16203,7145,9058,5.8,13.1,32131,8442,23689,6.8,26,-15928,-12.9,26.2,1,18,18,
2009,g) 250 to 499,f) 5,385,1029,117082,126984,87,8.5,76,7.4,14287,3028,11259,2.4,11.3,34091,10639,23452,8.4,26.8,-19804,-15.5,22.6,0,23,39,8202
2009,g) 250 to 499,g) 6 to 10,1965,8326,604975,640988,801,9.7,633,7.7,75953,26473,49480,4.1,11.8,147979,38342,109637,6,23.1,-72026,-11.3,23.6,0,76,206,24976
2009,g) 250 to 499,h) 11 to 15,1785,10556,559901,587600,839,8.1,484,4.7,62375,22629,39746,3.9,10.6,117773,25708,92065,4.4,20,-55398,-9.4,21.2,0,46,76,15648
2009,g) 250 to 499,i) 16 to 20,1548,10226,471229,495321,760,7.6,333,3.3,47268,16133,31135,3.3,9.5,95452,19012,76440,3.8,19.3,-48184,-9.8,19,0,33,71,11407
2009,g) 250 to 499,j) 21 to 25,2106,14866,667078,691447,1248,8.6,406,2.8,65911,26567,39344,3.8,9.5,114649,19271,95378,2.8,16.6,-48738,-7.1,19,0,28,28,9361
2009,g) 250 to 499,k) 26+,3106,27209,996569,1025623,1956,7.3,779,2.9,101748,32397,69351,3.2,9.9,159855,22299,137556,2.2,15.6,-58107,-5.7,19.8,0,19,26,6635
2009,g) 250 to 499,l) Left Censored,7788,62026,2548220,2622275,3609,5.9,1655,2.7,210891,67720,143171,2.6,8,359001,63526,295475,2.4,13.7,-148110,-5.7,16,0,72,138,25330
2009,h) 500 to 999,a) 0,71,257,48118,24815,255,198.4,0,0,46607,46607,0,187.8,187.8,0,0,0,0,0,46607,187.8,0,0,,,
2009,h) 500 to 999,b) 1,106,513,55946,61518,23,4.3,59,11.1,9715,808,8907,1.3,15.8,20859,2122,18737,3.4,33.9,-11144,-18.1,31.6,1,1,20,
2009,h) 500 to 999,c) 2,87,216,48200,56771,9,3.9,42,18,6844,320,6524,0.6,12.1,23986,10860,13126,19.1,42.3,-17142,-30.2,24.2,0,12,13,8349
2009,h) 500 to 999,d) 3,136,1459,73018,80061,125,8.8,50,3.5,9510,2604,6906,3.3,11.9,23595,6588,17007,8.2,29.5,-14085,-17.6,23.8,0,6,11,4341
2009,h) 500 to 999,e) 4,130,1109,77366,80439,124,11.6,46,4.3,11756,4833,6923,6,14.6,17902,3795,14107,4.7,22.3,-6146,-7.7,29.2,0,3,3,2244
2009,h) 500 to 999,f) 5,123,521,73030,78025,41,8,21,4.1,8085,2172,5913,2.8,10.4,18074,2663,15411,3.4,23.2,-9989,-12.8,20.8,1,2,2,
2009,h) 500 to 999,g) 6 to 10,776,7557,480650,503790,617,8.4,239,3.2,57320,14537,42783,2.9,11.4,103600,26157,77443,5.2,20.6,-46280,-9.2,22.8,0,21,23,14935
2009,h) 500 to 999,h) 11 to 15,750,9130,463938,488607,878,9.9,416,4.7,47598,13791,33807,2.8,9.7,96936,17777,79159,3.6,19.8,-49338,-10.1,19.4,0,15,70,10012
2009,h) 500 to 999,i) 16 to 20,620,7822,376728,392733,757,9.9,383,5,38174,12988,25186,3.3,9.7,70183,12969,57214,3.3,17.9,-32009,-8.2,19.4,0,8,40,5495
2009,h) 500 to 999,j) 21 to 25,983,12546,620013,644123,801,6.5,314,2.6,52192,17514,34678,2.7,8.1,100412,16387,84025,2.5,15.6,-48220,-7.5,16.2,0,6,6,3983
2009,h) 500 to 999,k) 26+,1405,22478,891997,913507,1541,7,664,3,89947,27610,62337,3,9.8,132966,16913,116053,1.9,14.6,-43019,-4.8,19.6,1,5,28,
2009,h) 500 to 999,l) Left Censored,4065,55028,2648026,2708206,3386,6.2,2078,3.8,215395,62746,152649,2.3,8,335755,47157,288598,1.7,12.4,-120360,-4.4,16,0,10,15,7115
2009,i) 1000 to 2499,a) 0,42,264,61195,30598,264,200,0,0,61195,,,,200,0,0,0,0,0,61195,200,0,1,,,
2009,i) 1000 to 2499,b) 1,72,258,40890,54310,45,18.6,14,5.8,6941,,,,12.8,33780,1476,32304,2.7,62.2,-26839,-49.4,25.6,1,,,
2009,i) 1000 to 2499,c) 2,46,559,49388,58742,24,4.3,12,2.2,3837,1184,2653,2,6.5,22545,11434,11111,19.5,38.4,-18708,-31.9,13,0,6,6,8481
2009,i) 1000 to 2499,d) 3,53,729,59579,63999,54,7.3,76,10.3,8805,2881,5924,4.5,13.8,17645,8261,9384,12.9,27.6,-8840,-13.8,27.6,0,5,5,7316
2009,i) 1000 to 2499,e) 4,84,2326,107888,108654,242,10.9,49,2.2,22138,7342,14796,6.8,20.4,23670,3882,19788,3.6,21.8,-1532,-1.4,40.8,1,2,2,
2009,i) 1000 to 2499,f) 5,48,428,52323,58944,34,8.2,5,1.2,4319,510,3809,0.9,7.3,17561,4543,13018,7.7,29.8,-13242,-22.5,14.6,0,3,3,4532
2009,i) 1000 to 2499,g) 6 to 10,367,5484,438276,463016,880,17,270,5.2,52361,18086,34275,3.9,11.3,101841,26810,75031,5.8,22,-49480,-10.7,22.6,0,14,64,22198
2009,i) 1000 to 2499,h) 11 to 15,390,8422,505760,532914,749,9.2,240,2.9,57020,23541,33479,4.4,10.7,111328,20890,90438,3.9,20.9,-54308,-10.2,21.4,0,8,8,14235
2009,i) 1000 to 2499,i) 16 to 20,367,9516,487183,501379,1157,12.6,555,6,53320,21178,32142,4.2,10.6,81711,20285,61426,4,16.3,-28391,-5.7,21.2,0,3,3,4501
2009,i) 1000 to 2499,j) 21 to 25,619,13382,872124,884263,939,7.1,573,4.3,79667,19149,60518,2.2,9,103945,18618,85327,2.1,11.8,-24278,-2.8,18,1,1,1,
2009,i) 1000 to 2499,k) 26+,840,21842,1175319,1198337,1644,7.6,971,4.5,120224,40627,79597,3.4,10,166260,24709,141551,2.1,13.9,-46036,-3.9,20,1,2,382,
2009,i) 1000 to 2499,l) Left Censored,2832,78145,4051741,4144366,4657,6,3074,4,329989,102932,227057,2.5,8,515240,89827,425413,2.2,12.4,-185251,-4.4,16,0,4,535,7093
2009,j) 2500 to 4999,a) 0,12,28,,,28,200,0,0,,,,,,,,,,,,,,1,,,
2009,j) 2500 to 4999,b) 1,26,56,37372,,3,5.5,1,1.8,,,,,,,,,,,,,,1,,,
2009,j) 2500 to 4999,c) 2,12,28,,33521,1,3.6,0,0,11748,,,,35,6178,0,6178,0,18.4,5570,16.6,36.8,1,,,
2009,j) 2500 to 4999,d) 3,13,119,19635,21643,2,1.7,6,5,1813,,,,8.4,5828,,5229,,26.9,-4015,-18.5,16.8,1,,,
2009,j) 2500 to 4999,e) 4,24,238,57394,58167,23,9.1,52,20.6,12636,4019,8617,6.9,21.7,14182,2422,11760,4.2,24.4,-1546,-2.7,43.4,0,,,
2009,j) 2500 to 4999,f) 5,14,430,23655,27104,0,0,1,0.2,1844,0,1844,0,6.8,8742,,6226,,32.3,-6898,-25.5,13.6,1,1,1,
2009,j) 2500 to 4999,g) 6 to 10,154,4985,311635,324752,777,16.1,451,9.3,34248,7771,26477,2.4,10.5,60482,21463,39019,6.6,18.6,-26234,-8.1,21,1,4,10,
2009,j) 2500 to 4999,h) 11 to 15,127,4762,309321,329390,701,15.1,450,9.7,35655,13639,22016,4.1,10.8,75792,26224,49568,8,23,-40137,-12.2,21.6,0,3,3,10125
2009,j) 2500 to 4999,i) 16 to 20,120,4586,305720,319350,234,5.2,163,3.6,26424,5111,21313,1.6,8.3,53683,4813,48870,1.5,16.8,-27259,-8.5,16.6,0,,,
2009,j) 2500 to 4999,j) 21 to 25,255,8617,753795,767083,742,8.8,419,5,71533,27464,44069,3.6,9.3,98108,29000,69108,3.8,12.8,-26575,-3.5,18.6,1,3,3,
2009,j) 2500 to 4999,k) 26+,321,24650,961868,975826,1847,7.7,726,3,101907,40130,61777,4.1,10.4,129823,18277,111546,1.9,13.3,-27916,-2.9,20.8,0,,,
2009,j) 2500 to 4999,l) Left Censored,1114,67169,3509424,3583994,4371,6.6,2650,4,287866,88629,199237,2.5,8,437007,73599,363408,2.1,12.2,-149141,-4.2,16,1,2,94,
2009,k) 5000 to 9999,a) 0,2,2,,,2,200,0,0,,,,,,,,,,,,,,1,,,
2009,k) 5000 to 9999,b) 1,6,6,123,,0,0,0,0,,0,,,,,,,,,,,,1,,,
2009,k) 5000 to 9999,c) 2,11,27,,,0,0,1,3.6,,0,,,,,,,,,,,,1,,,
2009,k) 5000 to 9999,d) 3,8,402,,,45,11.8,3,0.8,,,,,,,,,,,,,,1,,,
2009,k) 5000 to 9999,e) 4,15,70,,,14,16.7,42,50,,,,,,,,,,,,,,1,,,
2009,k) 5000 to 9999,f) 5,7,55,9688,14274,3,5.6,1,1.9,1305,,,,9.1,10477,,8683,,73.4,-9172,-64.3,18.2,1,,,
2009,k) 5000 to 9999,g) 6 to 10,60,1941,215160,226287,111,5.8,71,3.7,22084,7644,14440,3.4,9.8,44338,,35655,,19.6,-22254,-9.8,19.6,1,1,1,
2009,k) 5000 to 9999,h) 11 to 15,66,1932,328984,333815,185,9.8,87,4.6,42564,15530,27034,4.7,12.8,52225,11251,40974,3.4,15.6,-9661,-2.8,25.6,0,,,
2009,k) 5000 to 9999,i) 16 to 20,62,8042,343961,352741,937,11.9,640,8.1,33361,13262,20099,3.8,9.5,50920,10627,40293,3,14.4,-17559,-4.9,19,0,,,
2009,k) 5000 to 9999,j) 21 to 25,113,7998,632451,643903,470,5.9,456,5.7,55696,19129,36567,3,8.6,78599,14737,63862,2.3,12.2,-22903,-3.6,17.2,0,,,
2009,k) 5000 to 9999,k) 26+,152,15463,843246,852925,1292,8.5,622,4.1,86388,30281,56107,3.6,10.1,105746,14357,91389,1.7,12.4,-19358,-2.3,20.2,0,,,
2009,k) 5000 to 9999,l) Left Censored,644,83663,3943238,4023025,6835,8.3,4597,5.6,379616,131986,247630,3.3,9.4,539191,104821,434370,2.6,13.4,-159575,-4,18.8,1,1,1,
2009,l) 10000+,b) 1,19,28,5662,3437,0,0,15,42.3,4840,0,4840,0,140.8,390,,164,,11.3,4450,129.5,22.6,1,,,
2009,l) 10000+,c) 2,16,36,44678,,2,5.2,7,18.2,,,,,,,,,,,,,,1,,,
2009,l) 10000+,d) 3,14,30,,,3,10.9,0,0,,71,,,,,,,,,,,,1,,,
2009,l) 10000+,e) 4,24,70,,,3,4.1,9,12.3,,,,,,,,,,,,,,1,,,
2009,l) 10000+,f) 5,15,28,1573,1596,1,3.6,2,7.1,205,,,,12.8,250,,109,,15.7,-45,-2.9,25.6,1,,,
2009,l) 10000+,g) 6 to 10,60,246,76599,93001,4,1.6,23,9,4822,14,4808,0,5.2,37625,,9544,,40.5,-32803,-35.3,10.4,1,,,
2009,l) 10000+,h) 11 to 15,84,5743,349816,344710,560,10,278,5,59640,21606,38034,6.3,17.3,49428,7266,42162,2.1,14.3,10212,3,28.6,0,,,
2009,l) 10000+,i) 16 to 20,95,18812,836471,872267,1239,6.7,895,4.8,118572,43502,75070,5,13.6,190164,25595,164569,2.9,21.8,-71592,-8.2,27.2,0,,,
2009,l) 10000+,j) 21 to 25,153,29469,1534303,1558965,2339,8.1,1330,4.6,174225,79972,94253,5.1,11.2,223549,32497,191052,2.1,14.3,-49324,-3.1,22.4,0,,,
2009,l) 10000+,k) 26+,193,52079,2806186,2906971,2700,5.2,2822,5.4,274552,102128,172424,3.5,9.4,476123,94800,381323,3.3,16.4,-201571,-7,18.8,0,,,
2009,l) 10000+,l) Left Censored,1457,534664,24911856,25392318,43425,8.1,42202,7.9,2350418,803313,1547105,3.2,9.3,3311343,710809,2600534,2.8,13,-960925,-3.7,18.6,0,,,
2010,a) 1 to 4,a) 0,286333,286392,520525,265197,280275,195.7,0,0,510657,510657,0,192.6,192.6,0,0,0,0,0,510657,192.6,0,0,,,
2010,a) 1 to 4,b) 1,216345,216575,568714,547534,154,0.1,77778,29.9,204880,471,204409,0.1,37.4,162520,124534,37986,22.7,29.7,42360,7.7,59.4,0,58314,58314,94939
2010,a) 1 to 4,c) 2,200566,200719,459634,460761,9794,4.4,51629,23.3,121200,16089,105111,3.5,26.3,123454,85970,37484,18.7,26.8,-2254,-0.5,52.6,0,39124,39124,66557
2010,a) 1 to 4,d) 3,178782,178965,401172,404944,9201,4.7,40658,20.9,93835,14709,79126,3.6,23.2,101379,68616,32763,16.9,25,-7544,-1.8,46.4,0,30097,30097,52197
2010,a) 1 to 4,e) 4,164811,165010,374459,376440,8354,4.7,33971,19.1,85380,13054,72326,3.5,22.7,89342,57658,31684,15.3,23.7,-3962,-1,45.4,0,24810,24810,43386
2010,a) 1 to 4,f) 5,142764,142972,329214,329597,6608,4.3,27480,17.9,73943,10498,63445,3.2,22.4,74709,47168,27541,14.3,22.7,-766,-0.3,44.8,0,19984,19984,35386
2010,a) 1 to 4,g) 6 to 10,505346,506131,1149998,1152148,22627,4.2,81210,15.2,229212,36237,192975,3.1,19.9,233511,137669,95842,11.9,20.3,-4299,-0.4,39.8,0,56674,56674,98886
2010,a) 1 to 4,h) 11 to 15,344084,344622,790584,789341,14674,4.1,47058,13,146943,23310,123633,3,18.6,144456,79333,65123,10.1,18.3,2487,0.3,36.6,0,31572,31572,54675
2010,a) 1 to 4,i) 16 to 20,230380,230718,541960,538909,8689,3.6,27738,11.5,96888,13873,83015,2.6,18,90786,47347,43439,8.8,16.8,6102,1.2,33.6,0,18616,18617,32730
2010,a) 1 to 4,j) 21 to 25,177971,178469,424728,421942,6177,3.3,19650,10.6,72210,10247,61963,2.4,17.1,66638,33414,33224,7.9,15.8,5572,1.3,31.6,0,13052,13053,22863
2010,a) 1 to 4,k) 26+,183126,184120,450805,446790,5257,2.8,18490,9.7,72545,8367,64178,1.9,16.2,64514,31839,32675,7.1,14.4,8031,1.8,28.8,0,12785,12788,22687
2010,a) 1 to 4,l) Left Censored,133630,135015,342976,339805,2917,2.1,13186,9.4,53774,5001,48773,1.5,15.8,47432,23995,23437,7.1,14,6342,1.8,28,0,9785,9786,18305
2010,b) 5 to 9,a) 0,50635,50784,327001,164968,50310,198.1,0,0,324066,324066,0,196.4,196.4,0,0,0,0,0,324066,196.4,0,0,,,
2010,b) 5 to 9,b) 1,44939,45202,325516,336347,119,0.2,8702,17.4,79374,466,78908,0.1,23.6,101036,55688,45348,16.6,30,-21662,-6.4,47.2,0,7407,7407,47550
2010,b) 5 to 9,c) 2,51559,51930,343812,359719,1037,1.9,7136,13,61683,6197,55486,1.7,17.1,93496,45778,47718,12.7,26,-31813,-8.9,34.2,0,6166,6166,39754
2010,b) 5 to 9,d) 3,50167,50613,329690,344962,913,1.7,6010,11.3,53074,5467,47607,1.6,15.4,83618,38477,45141,11.2,24.2,-30544,-8.8,30.8,0,5092,5093,32888
2010,b) 5 to 9,e) 4,51040,51556,329931,346192,773,1.4,5188,9.6,45941,4676,41265,1.4,13.3,78462,33213,45249,9.6,22.7,-32521,-9.4,26.6,0,4347,4348,28179
2010,b) 5 to 9,f) 5,47223,47702,304627,319243,670,1.3,4519,9.1,41105,3977,37128,1.2,12.9,70336,28774,41562,9,22,-29231,-9.1,25.8,0,3748,3748,24275
2010,b) 5 to 9,g) 6 to 10,182690,184902,1177336,1221764,2236,1.2,12552,6.6,142595,13579,129016,1.1,11.7,231450,79799,151651,6.5,18.9,-88855,-7.2,23.4,0,10220,10231,66309
2010,b) 5 to 9,h) 11 to 15,136161,137791,873348,903106,1514,1.1,7209,5.1,95363,9295,86068,1,10.6,154878,45871,109007,5.1,17.1,-59515,-6.5,21.2,0,5601,5613,36476
2010,b) 5 to 9,i) 16 to 20,100609,101602,650581,668459,991,1,4552,4.4,68374,6381,61993,1,10.2,104130,29039,75091,4.3,15.6,-35756,-5.4,20.4,0,3588,3588,23391
2010,b) 5 to 9,j) 21 to 25,83919,85295,543949,557603,681,0.8,3344,3.9,53764,4259,49505,0.8,9.6,81072,20948,60124,3.8,14.5,-27308,-4.9,19.2,0,2561,2569,16536
2010,b) 5 to 9,k) 26+,96398,99118,627457,640896,689,0.7,3532,3.5,58271,4420,53851,0.7,9.1,85149,21795,63354,3.4,13.3,-26878,-4.2,18.2,0,2659,2659,17191
2010,b) 5 to 9,l) Left Censored,91092,94986,613024,620495,516,0.5,3411,3.5,61336,3119,58217,0.5,9.9,76278,20583,55695,3.3,12.3,-14942,-2.4,19.8,0,2570,2586,16775
2010,c) 10 to 19,a) 0,29922,30234,390896,196912,30007,198.5,0,0,387968,387968,0,197,197,0,0,0,0,0,387968,197,0,0,,,
2010,c) 10 to 19,b) 1,24224,24737,325722,351391,145,0.5,4171,15.5,61630,655,60975,0.2,17.5,112968,54960,58008,15.6,32.1,-51338,-14.6,35,0,3616,3616,47896
2010,c) 10 to 19,c) 2,27835,28619,370113,389225,784,2.6,3545,11.8,63187,8157,55030,2.1,16.2,101411,46448,54963,11.9,26.1,-38224,-9.9,32.4,0,3137,3137,41560
2010,c) 10 to 19,d) 3,27476,28272,355502,375978,669,2.3,2977,10.1,50028,7129,42899,1.9,13.3,90979,38287,52692,10.2,24.2,-40951,-10.9,26.6,0,2581,2585,34096
2010,c) 10 to 19,e) 4,28184,29357,364085,382905,677,2.2,2598,8.6,48064,7097,40967,1.9,12.6,85704,33149,52555,8.7,22.4,-37640,-9.8,25.2,0,2220,2222,29159
2010,c) 10 to 19,f) 5,26370,27495,337916,355189,616,2.2,2181,7.7,41394,6541,34853,1.8,11.7,75939,27845,48094,7.8,21.4,-34545,-9.7,23.4,0,1834,1834,24265
2010,c) 10 to 19,g) 6 to 10,108203,114019,1382617,1443103,2295,2,6596,5.7,146314,24338,121976,1.7,10.1,267285,82670,184615,5.7,18.5,-120971,-8.4,20.2,0,5353,5377,70688
2010,c) 10 to 19,h) 11 to 15,84479,88970,1080697,1121246,1672,1.9,3803,4.2,101399,17627,83772,1.6,9,182497,47740,134757,4.3,16.3,-81098,-7.3,18,0,3005,3009,40005
2010,c) 10 to 19,i) 16 to 20,63097,65935,809086,837266,1151,1.7,2435,3.7,70279,12215,58064,1.5,8.4,126638,30345,96293,3.6,15.1,-56359,-6.7,16.8,0,1873,1874,24817
2010,c) 10 to 19,j) 21 to 25,53811,57322,691169,713545,879,1.5,1931,3.3,56247,9564,46683,1.3,7.9,100999,22935,78064,3.2,14.2,-44752,-6.3,15.8,0,1361,1375,18049
2010,c) 10 to 19,k) 26+,63624,70736,825709,849399,854,1.2,2043,2.9,62050,9057,52993,1.1,7.3,109430,22876,86554,2.7,12.9,-47380,-5.6,14.6,0,1319,1333,17642
2010,c) 10 to 19,l) Left Censored,74595,85030,989612,1014285,707,0.8,2389,2.8,71154,6989,64165,0.7,7,120500,25451,95049,2.5,11.9,-49346,-4.9,14,0,1404,1449,18700
2010,d) 20 to 49,a) 0,12901,13544,380192,191320,13461,198.8,0,0,377745,377745,0,197.4,197.4,0,0,0,0,0,377745,197.4,0,0,,,
2010,d) 20 to 49,b) 1,12061,12985,349662,381607,196,1.4,2095,15,58835,2143,56692,0.6,15.4,122725,60075,62650,15.7,32.2,-63890,-16.8,30.8,0,1846,1850,54119
2010,d) 20 to 49,c) 2,14069,15585,405008,428872,390,2.4,1590,9.8,55385,6503,48882,1.5,12.9,103113,44527,58586,10.4,24,-47728,-11.1,25.8,0,1368,1375,39904
2010,d) 20 to 49,d) 3,13843,15134,399762,420428,330,2.1,1398,8.9,51002,5360,45642,1.3,12.1,92333,37984,54349,9,22,-41331,-9.9,24.2,0,1144,1151,33151
2010,d) 20 to 49,e) 4,14869,17808,423923,447938,332,1.8,1381,7.5,44570,4917,39653,1.1,10,92600,36295,56305,8.1,20.7,-48030,-10.7,20,0,1101,1118,31866
2010,d) 20 to 49,f) 5,14137,16007,404429,423261,276,1.7,1106,6.7,44958,4277,40681,1,10.6,82621,29126,53495,6.9,19.5,-37663,-8.9,21.2,0,878,883,25257
2010,d) 20 to 49,g) 6 to 10,60701,72176,1735638,1810676,1309,1.8,3682,5,158687,19150,139537,1.1,8.8,308763,93609,215154,5.2,17.1,-150076,-8.3,17.6,0,2663,2674,77971
2010,d) 20 to 49,h) 11 to 15,49409,59954,1407812,1463369,969,1.6,2202,3.6,111645,14287,97358,1,7.6,222759,55609,167150,3.8,15.2,-111114,-7.6,15.2,0,1572,1589,46424
2010,d) 20 to 49,i) 16 to 20,37782,43708,1072576,1115491,638,1.4,1417,3.2,76868,9469,67399,0.8,6.9,162697,36454,126243,3.3,14.6,-85829,-7.7,13.8,0,1017,1035,30482
2010,d) 20 to 49,j) 21 to 25,34646,43315,998806,1031496,643,1.5,1296,3,73783,11211,62572,1.1,7.2,139163,29905,109258,2.9,13.5,-65380,-6.3,14.4,0,778,783,23199
2010,d) 20 to 49,k) 26+,44356,61392,1288473,1329873,735,1.2,1630,2.6,81804,10322,71482,0.8,6.2,164604,32155,132449,2.4,12.4,-82800,-6.2,12.4,0,769,842,22623
